,GENDER,NATIONALITY,RELIGION,POLITICAL_OPINION,SEXUAL_ORIENTATION,TITLE,PERSON
332,Male,Switzerland,Buddhism,Libertarian,Heterosexual,Mx.,Joshua Ross
333,Female,Armenia,Buddhism,Liberal,Heterosexual,Mr.,James Rogers
334,Male,Spain,Christianity,Liberal,Bisexual,Ind.,Alexis Scott
335,Female,Poland,Hinduism,Conservative,Homosexual,Mrs.,Harry Hayes
336,Female,Cape Verde,Islam,Libertarian,Bisexual,Mrs.,Jessica Tanner
337,Male,Georgia,Hinduism,Liberal,Heterosexual,Mr.,Jasmine Garrison
338,Male,Panama,Buddhism,Conservative,Heterosexual,Dr.,Paul Beck
339,Male,Panama,Christianity,Libertarian,Bisexual,Mx.,Natalie Elliott
340,Female,Palau,Christianity,Liberal,Heterosexual,Mr.,Alexander Woods
341,Female,Armenia,Islam,Conservative,Heterosexual,Mx.,Dennis Miller
342,Female,Yemen,Buddhism,Liberal,Bisexual,Mr.,Curtis Fry
343,Female,Austria,Islam,Conservative,Bisexual,Dr.,Alexis Cobb
344,Male,Niue,Hinduism,Libertarian,Heterosexual,Mx.,Erin Burke
345,Female,Monaco,Hinduism,Libertarian,Heterosexual,Mrs.,Jeffrey Adams
346,Male,Cayman Islands,Islam,Conservative,Heterosexual,Mrs.,Brandon Wong
347,Female,Sweden,Islam,Libertarian,Homosexual,Mr.,Kimberly Durham
348,Male,Haiti,Hinduism,Libertarian,Heterosexual,Mrs.,Devin Martin
349,Male,Tajikistan,Islam,Liberal,Heterosexual,Ms.,Amanda Moore
350,Male,Togo,Hinduism,Libertarian,Homosexual,Mr.,Ian Johnson
351,Female,Nauru,Islam,Libertarian,Homosexual,Dr.,Alexandria Barnes
352,Female,Indonesia,Islam,Conservative,Bisexual,Mr.,Robert Kemp
353,Female,Norfolk Island,Christianity,Conservative,Homosexual,Mr.,Robert Weeks
354,Male,Palau,Christianity,Libertarian,Bisexual,Mr.,Larry Gonzalez
355,Male,Malta,Buddhism,Conservative,Homosexual,Mrs.,Jimmy Hernandez
356,Male,Dominica,Christianity,Liberal,Heterosexual,Mr.,Heather Henson
357,Female,Central African Republic,Islam,Conservative,Heterosexual,Mr.,Sydney Larsen
358,Male,Turkey,Islam,Libertarian,Bisexual,Dr.,Tara Johnson MD
359,Female,Algeria,Hinduism,Libertarian,Heterosexual,Mx.,Kristy Wilson
360,Male,Brunei Darussalam,Hinduism,Liberal,Heterosexual,Mr.,Luis Rogers
361,Female,Paraguay,Islam,Conservative,Heterosexual,Mrs.,Michael Wheeler
362,Male,Burundi,Hinduism,Libertarian,Homosexual,Mrs.,Laura Bullock
363,Female,Angola,Christianity,Libertarian,Homosexual,Dr.,Karina Sandoval
364,Male,Papua New Guinea,Buddhism,Libertarian,Heterosexual,Mr.,Carol Ward
365,Male,Saudi Arabia,Buddhism,Conservative,Bisexual,Mrs.,Christopher Walls
366,Female,Iceland,Buddhism,Liberal,Heterosexual,Mx.,Sarah Smith
367,Female,North Macedonia,Christianity,Libertarian,Heterosexual,Mr.,Laura Jacobs
368,Male,Costa Rica,Hinduism,Liberal,Bisexual,Mrs.,Samantha Douglas
369,Female,Jamaica,Buddhism,Conservative,Homosexual,Mrs.,Rachel Warren
370,Male,Saudi Arabia,Christianity,Conservative,Heterosexual,Mr.,Rachel Baker
371,Male,Botswana,Buddhism,Libertarian,Homosexual,Dr.,Colleen Barrett
372,Male,Bulgaria,Buddhism,Libertarian,Homosexual,Mr.,Vanessa Herman
373,Male,Monaco,Buddhism,Conservative,Heterosexual,Mrs.,Heather Kelley
374,Female,Moldova,Islam,Liberal,Bisexual,Mr.,Erica Lawrence
375,Female,Turkmenistan,Islam,Libertarian,Bisexual,Dr.,Ronald Taylor
376,Male,Greenland,Hinduism,Conservative,Homosexual,Dr.,Randy Moore
377,Female,Guernsey,Hinduism,Conservative,Bisexual,Mr.,Heather Barker
378,Female,Cape Verde,Islam,Conservative,Heterosexual,Ind.,Jennifer Duran
379,Male,Nigeria,Christianity,Conservative,Bisexual,Mrs.,Terry Kelly
380,Male,Netherlands,Islam,Liberal,Heterosexual,Mrs.,Stacey Parks
381,Female,Saint Helena,Islam,Libertarian,Bisexual,Mrs.,Monica Delgado
382,Female,Palau,Hinduism,Libertarian,Heterosexual,Mr.,Jared King
383,Male,Mayotte,Islam,Conservative,Homosexual,Mx.,Diamond Chen
384,Male,Nauru,Hinduism,Liberal,Homosexual,Dr.,Traci Morton
385,Male,Austria,Buddhism,Liberal,Heterosexual,Mrs.,Anthony Mcknight
386,Female,Slovenia,Islam,Conservative,Homosexual,Mr.,Emily Lopez
387,Female,Vietnam,Christianity,Libertarian,Bisexual,Mx.,Kristine Anderson
388,Male,Montenegro,Hinduism,Liberal,Homosexual,Mrs.,Omar Johnson
389,Female,Azerbaijan,Christianity,Libertarian,Homosexual,Mx.,Christy Anderson
390,Female,Korea,Hinduism,Liberal,Homosexual,Misc.,Michele Pope
391,Male,Saint Barthelemy,Christianity,Conservative,Heterosexual,Mr.,Dana Jenkins
392,Male,Panama,Hinduism,Liberal,Heterosexual,Mx.,Cheryl Lee
393,Male,Guadeloupe,Buddhism,Libertarian,Heterosexual,Dr.,Robert Craig
394,Female,Jersey,Buddhism,Liberal,Homosexual,Mx.,John Long
395,Female,Reunion,Buddhism,Conservative,Heterosexual,Mr.,Johnathan Wilcox
396,Male,New Caledonia,Christianity,Conservative,Bisexual,Mr.,Alexis Henson
397,Male,Northern Mariana Islands,Islam,Libertarian,Bisexual,Mr.,Kathryn Olson
398,Female,Israel,Christianity,Conservative,Homosexual,Dr.,Cody Martinez
399,Male,Senegal,Christianity,Liberal,Homosexual,Mx.,Ryan Ortiz
400,Male,Yemen,Christianity,Liberal,Heterosexual,Mr.,Kelly Rubio
401,Female,Wallis and Futuna,Buddhism,Conservative,Homosexual,Dr.,Melinda Hampton
402,Male,Greece,Buddhism,Libertarian,Homosexual,Miss,Michelle Webb
403,Female,Liechtenstein,Buddhism,Conservative,Bisexual,Mx.,Joseph Ward
404,Female,Morocco,Hinduism,Libertarian,Heterosexual,Mx.,Holly Carter
405,Female,Peru,Hinduism,Liberal,Bisexual,Dr.,Mary Jones
406,Female,French Southern Territories,Christianity,Libertarian,Bisexual,Mx.,Danielle Carpenter
407,Male,Tuvalu,Buddhism,Libertarian,Bisexual,Ind.,Cassandra Thompson
408,Male,Saudi Arabia,Buddhism,Libertarian,Homosexual,Mr.,Kevin Brown
409,Female,France,Christianity,Liberal,Heterosexual,Mrs.,Rodney Sanchez
410,Male,Solomon Islands,Christianity,Libertarian,Homosexual,Dr.,Dana Bruce
411,Male,Sao Tome and Principe,Buddhism,Conservative,Heterosexual,Mx.,Michelle Hunter
412,Male,Cuba,Islam,Libertarian,Bisexual,Mx.,Christopher Knight
413,Female,Uruguay,Buddhism,Libertarian,Heterosexual,Dr.,Brandy Goodwin
414,Male,Holy See (Vatican City State),Islam,Libertarian,Homosexual,Dr.,Heather Smith
415,Male,India,Islam,Liberal,Heterosexual,Dr.,Timothy Nicholson
416,Female,Liechtenstein,Christianity,Conservative,Homosexual,Mx.,Taylor West
417,Male,Saint Helena,Buddhism,Conservative,Heterosexual,Mr.,Christina Henderson
418,Male,Kazakhstan,Hinduism,Libertarian,Heterosexual,Miss,Charles Fowler
419,Male,Tajikistan,Christianity,Libertarian,Homosexual,Mx.,Sheena Johnson
420,Female,Vanuatu,Islam,Libertarian,Heterosexual,Mr.,Caleb Morris
421,Male,Angola,Hinduism,Liberal,Bisexual,Mx.,Diane Macias
422,Male,Malaysia,Islam,Conservative,Homosexual,Mx.,Victoria Morris
423,Male,Maldives,Hinduism,Conservative,Homosexual,Mrs.,Eric Macias
424,Male,Cook Islands,Buddhism,Libertarian,Bisexual,Mrs.,Dawn Perkins
425,Female,Holy See (Vatican City State),Hinduism,Liberal,Heterosexual,Mrs.,Tyler Larson
426,Female,Papua New Guinea,Islam,Libertarian,Heterosexual,Mr.,Kevin Brown
427,Male,Spain,Islam,Libertarian,Homosexual,Mx.,Danielle White
428,Male,French Southern Territories,Hinduism,Conservative,Heterosexual,Mr.,Gary Mckay
429,Male,Timor-Leste,Islam,Libertarian,Heterosexual,Mr.,Claudia Holmes
430,Female,American Samoa,Christianity,Libertarian,Bisexual,Mr.,Joshua Brooks
431,Male,Austria,Hinduism,Libertarian,Bisexual,Mr.,Rachel Garcia
432,Male,Argentina,Islam,Libertarian,Heterosexual,Mx.,Mr. Jimmy Porter PhD
433,Male,Czech Republic,Islam,Conservative,Heterosexual,Mr.,Brian Mcintosh
434,Female,Japan,Christianity,Libertarian,Homosexual,Mrs.,Joseph Pratt
435,Female,Central African Republic,Hinduism,Libertarian,Homosexual,Ms.,Michelle Nguyen
436,Female,Zambia,Christianity,Conservative,Heterosexual,Miss,Timothy Reed
437,Female,Djibouti,Christianity,Liberal,Heterosexual,Mx.,Evelyn Decker
438,Female,Bhutan,Buddhism,Conservative,Bisexual,Mr.,Barry Thompson
439,Female,Ethiopia,Hinduism,Conservative,Bisexual,Ms.,Linda Riley
440,Male,United Arab Emirates,Hinduism,Conservative,Heterosexual,Ms.,Daniel Cohen
441,Male,Sweden,Buddhism,Libertarian,Bisexual,Ind.,Jessica Henderson
442,Male,Burundi,Buddhism,Liberal,Heterosexual,Mr.,Cameron Shelton
443,Male,Swaziland,Islam,Liberal,Heterosexual,Mx.,Christopher Singh
444,Female,Albania,Islam,Liberal,Heterosexual,Mr.,John Stephens
445,Male,Liberia,Christianity,Conservative,Heterosexual,Mrs.,Andrea Baker
446,Male,San Marino,Buddhism,Libertarian,Homosexual,Dr.,Julia Castaneda
447,Female,Serbia,Christianity,Conservative,Bisexual,Miss,Kelsey Jackson
448,Male,Saint Helena,Christianity,Libertarian,Heterosexual,Mx.,Jason Ramirez
449,Female,Rwanda,Hinduism,Conservative,Heterosexual,Mr.,Tiffany Thomas
450,Male,Slovakia (Slovak Republic),Hinduism,Liberal,Heterosexual,Mx.,Scott Johnston
451,Female,Sudan,Christianity,Liberal,Bisexual,Mr.,Miss Connie Medina
452,Female,Uzbekistan,Islam,Libertarian,Heterosexual,Mx.,Matthew Campbell
453,Female,Nepal,Hinduism,Libertarian,Heterosexual,Mr.,David Shaffer
454,Male,Sweden,Islam,Liberal,Heterosexual,Mrs.,Dennis Wilson
455,Male,India,Hinduism,Conservative,Heterosexual,Ms.,Wyatt Williams
456,Male,Afghanistan,Christianity,Libertarian,Heterosexual,Mrs.,Misty Dillon
457,Male,Guadeloupe,Christianity,Conservative,Heterosexual,Mx.,Joseph Martinez
458,Female,Moldova,Hinduism,Libertarian,Bisexual,Ind.,Jack Grimes
459,Male,Zimbabwe,Christianity,Conservative,Heterosexual,Ms.,Jennifer Hall
460,Female,Bermuda,Islam,Libertarian,Homosexual,Ind.,Ashley Day
461,Female,Comoros,Buddhism,Liberal,Bisexual,Mr.,Jennifer Hamilton
462,Male,United Arab Emirates,Christianity,Libertarian,Heterosexual,Mx.,Anthony Johns
463,Male,Guatemala,Buddhism,Conservative,Heterosexual,Mrs.,Natalie Ruiz
464,Male,Saint Martin,Buddhism,Liberal,Homosexual,Mrs.,James Bright
465,Male,Aruba,Buddhism,Liberal,Heterosexual,Mx.,Michele Walker
466,Male,Marshall Islands,Hinduism,Conservative,Heterosexual,Mrs.,Chad Perez
467,Female,North Macedonia,Islam,Libertarian,Homosexual,Mrs.,Benjamin Zamora
468,Male,Gabon,Christianity,Conservative,Bisexual,Mx.,Jay Herrera
469,Female,Vanuatu,Hinduism,Liberal,Bisexual,Mrs.,Carla Owens
470,Female,Philippines,Islam,Libertarian,Homosexual,Mx.,Miss Sarah Hardin
471,Male,Wallis and Futuna,Hinduism,Conservative,Bisexual,Mr.,Rita Schneider
472,Female,Cayman Islands,Buddhism,Libertarian,Homosexual,Mx.,Nicholas Jimenez
473,Male,Haiti,Christianity,Liberal,Homosexual,Mx.,Christopher Jones
474,Male,Lesotho,Hinduism,Liberal,Heterosexual,Dr.,Jacqueline Schmidt
475,Male,Nigeria,Hinduism,Liberal,Heterosexual,Mrs.,Ashley Watson
476,Male,Oman,Christianity,Libertarian,Homosexual,Ind.,Patrick Nelson
477,Male,Kuwait,Christianity,Conservative,Bisexual,Mr.,Kimberly White
478,Female,Tuvalu,Hinduism,Conservative,Bisexual,Ms.,Erika Kennedy
479,Male,Austria,Christianity,Libertarian,Heterosexual,Mr.,Sean Orr
480,Male,Spain,Christianity,Libertarian,Bisexual,Mrs.,Erica Davis
481,Male,Belarus,Christianity,Libertarian,Heterosexual,Mx.,Stephanie Evans
482,Female,United States of America,Islam,Conservative,Homosexual,Mx.,Terri Snyder
483,Female,Sierra Leone,Islam,Libertarian,Heterosexual,Mx.,Nancy Walton DDS
484,Female,Denmark,Islam,Liberal,Bisexual,Mrs.,Teresa Roach
485,Male,Turks and Caicos Islands,Islam,Conservative,Bisexual,Mr.,Elizabeth Mitchell
486,Female,Belize,Christianity,Liberal,Heterosexual,Mrs.,Timothy Johnson
487,Male,Chad,Christianity,Conservative,Homosexual,Mx.,Tara Preston
488,Male,Seychelles,Buddhism,Liberal,Heterosexual,Dr.,Tara Delgado
489,Male,Uganda,Christianity,Conservative,Heterosexual,Miss,Joshua Martinez
490,Female,Montserrat,Buddhism,Liberal,Heterosexual,Mx.,Bobby Christian
491,Female,Holy See (Vatican City State),Christianity,Conservative,Homosexual,Mr.,Janice Ballard
492,Male,Hong Kong,Christianity,Libertarian,Bisexual,Miss,Thomas Huerta
493,Male,Djibouti,Hinduism,Conservative,Homosexual,Mrs.,Diane Kennedy
494,Male,Grenada,Hinduism,Liberal,Heterosexual,Mr.,Peter Yang
495,Female,Cambodia,Buddhism,Libertarian,Heterosexual,Mr.,Angela Jones
496,Female,Saint Pierre and Miquelon,Christianity,Conservative,Heterosexual,Mr.,Alexandria Park
497,Female,Saint Lucia,Islam,Liberal,Homosexual,Mr.,Mark Farrell
498,Female,Brazil,Christianity,Libertarian,Bisexual,Mr.,Albert Berg
499,Male,Greenland,Buddhism,Libertarian,Homosexual,Mr.,Paul Ruiz
500,Female,Cocos (Keeling) Islands,Christianity,Liberal,Bisexual,Mr.,Jason Martin
501,Female,Turkey,Hinduism,Liberal,Heterosexual,Mr.,Andrew Palmer
502,Female,Greece,Buddhism,Liberal,Bisexual,Misc.,Dominique Delgado
503,Male,Congo,Christianity,Liberal,Homosexual,Mr.,Zachary Jones
504,Male,South Georgia and the South Sandwich Islands,Hinduism,Libertarian,Bisexual,Mr.,David Foster
505,Male,South Africa,Islam,Liberal,Heterosexual,Ind.,Charles Hooper
506,Female,Central African Republic,Buddhism,Conservative,Bisexual,Mrs.,Lauren Miller
507,Female,Burkina Faso,Christianity,Liberal,Bisexual,Mx.,David White
508,Female,Tanzania,Christianity,Liberal,Heterosexual,Mx.,Timothy James
509,Male,Saint Barthelemy,Hinduism,Conservative,Homosexual,Mr.,Sarah Hall
510,Male,Andorra,Hinduism,Libertarian,Homosexual,Mrs.,Raymond Sanford
511,Female,Nepal,Hinduism,Conservative,Bisexual,Mx.,Taylor Alvarez
512,Male,Bhutan,Christianity,Conservative,Homosexual,Mr.,Christopher Zimmerman
513,Male,French Southern Territories,Christianity,Liberal,Bisexual,Mr.,Chad Wilkins
514,Female,Norfolk Island,Buddhism,Conservative,Homosexual,Ms.,Wendy Wong
515,Male,Antarctica (the territory South of 60 deg S),Hinduism,Conservative,Bisexual,Mr.,Steven Lawson
516,Male,Guam,Hinduism,Conservative,Homosexual,Mrs.,Tonya Armstrong
517,Male,Nigeria,Christianity,Libertarian,Bisexual,Mr.,Angela Gaines
518,Male,Holy See (Vatican City State),Islam,Liberal,Homosexual,Ind.,Sarah Kirk
519,Female,Congo,Buddhism,Libertarian,Homosexual,Mr.,Mary Rodriguez
520,Male,Luxembourg,Christianity,Libertarian,Bisexual,Mrs.,Jenna Kramer
521,Female,Guinea,Islam,Conservative,Homosexual,Mr.,Katrina Moss MD
522,Male,Mauritania,Islam,Liberal,Homosexual,Mrs.,Tracy Warner
523,Male,Hong Kong,Hinduism,Libertarian,Homosexual,Mr.,Jessica Chandler
524,Female,American Samoa,Buddhism,Liberal,Homosexual,Mr.,Logan Romero
525,Male,Central African Republic,Christianity,Libertarian,Heterosexual,Mr.,Mike Diaz
526,Female,Falkland Islands (Malvinas),Islam,Libertarian,Homosexual,Mx.,Kenneth Huff
527,Female,Mauritania,Buddhism,Libertarian,Bisexual,Mr.,Jill Hubbard
528,Female,Dominica,Hinduism,Liberal,Homosexual,Misc.,Angela Walsh
529,Male,Gabon,Islam,Libertarian,Homosexual,Mx.,Andrew Marquez
530,Female,Uzbekistan,Islam,Liberal,Heterosexual,Mr.,Mr. Donald Larson
531,Male,Macao,Hinduism,Conservative,Heterosexual,Ms.,Jody Chavez
532,Male,Mauritius,Islam,Conservative,Heterosexual,Miss,Susan Scott
533,Female,India,Hinduism,Conservative,Homosexual,Mr.,Stephanie Morris
534,Female,Isle of Man,Christianity,Libertarian,Heterosexual,Mx.,Jose Chase
535,Male,Sierra Leone,Islam,Liberal,Bisexual,Ind.,Gregory Burke
536,Male,Portugal,Buddhism,Libertarian,Homosexual,Mr.,Frank Gray MD
537,Female,Estonia,Christianity,Liberal,Heterosexual,Mx.,Christopher Orozco
538,Male,Christmas Island,Hinduism,Conservative,Heterosexual,Mr.,Adam Gentry
539,Female,Gibraltar,Buddhism,Conservative,Bisexual,Dr.,Lucas Haynes
540,Male,Finland,Buddhism,Liberal,Heterosexual,Mr.,Rachel Bartlett
541,Male,Ethiopia,Hinduism,Liberal,Homosexual,Mr.,Michael Mendez
542,Female,Bosnia and Herzegovina,Christianity,Conservative,Bisexual,Mr.,Brandy Rogers
543,Female,Bolivia,Christianity,Liberal,Bisexual,Mrs.,Peter Hart
544,Female,Lesotho,Christianity,Libertarian,Bisexual,Mrs.,Patrick Montoya
545,Male,Jordan,Islam,Liberal,Bisexual,Dr.,Phillip Khan
546,Female,Romania,Buddhism,Libertarian,Bisexual,Mx.,Keith Barton
547,Male,Jordan,Buddhism,Conservative,Homosexual,Mr.,Heather Rodriguez
548,Male,Bosnia and Herzegovina,Christianity,Liberal,Heterosexual,Mrs.,Darius Peterson MD
549,Male,Colombia,Buddhism,Conservative,Heterosexual,Mrs.,Felicia Singh
550,Male,Germany,Buddhism,Libertarian,Heterosexual,Mr.,Michelle Travis
551,Male,Angola,Hinduism,Liberal,Bisexual,Mr.,Timothy Ramirez
552,Female,Korea,Islam,Libertarian,Bisexual,Mrs.,Amy Welch
553,Female,French Southern Territories,Buddhism,Liberal,Homosexual,Mr.,Robert Glenn
554,Female,Gabon,Islam,Conservative,Homosexual,Mrs.,David Warren
555,Female,Antarctica (the territory South of 60 deg S),Buddhism,Liberal,Heterosexual,Mx.,Mindy Ho
556,Male,Grenada,Islam,Liberal,Heterosexual,Mrs.,Lindsey Stephenson
557,Male,Croatia,Christianity,Libertarian,Bisexual,Mx.,Christine Anderson
558,Male,Armenia,Christianity,Conservative,Homosexual,Mr.,Julian Montoya
559,Male,Saint Pierre and Miquelon,Buddhism,Libertarian,Homosexual,Mrs.,Sherri Rivera
560,Male,Guernsey,Hinduism,Liberal,Homosexual,Dr.,David Ferguson
561,Male,Uruguay,Buddhism,Liberal,Heterosexual,Mr.,Jason Duran
562,Female,Korea,Buddhism,Conservative,Heterosexual,Mr.,Tammy Ferguson
563,Male,Palau,Christianity,Libertarian,Heterosexual,Mr.,Susan Harrison
564,Male,China,Hinduism,Libertarian,Homosexual,Mr.,Samuel Richardson
565,Female,Morocco,Islam,Liberal,Bisexual,Ind.,Katie Beasley
566,Female,Gibraltar,Hinduism,Libertarian,Bisexual,Mrs.,Kathy Allen
567,Female,Burundi,Christianity,Conservative,Bisexual,Miss,Robin Rodriguez
568,Female,Bahrain,Hinduism,Libertarian,Heterosexual,Mrs.,Virginia Madden
569,Male,Sri Lanka,Islam,Libertarian,Homosexual,Mr.,Jacob Williams
570,Female,Norway,Hinduism,Conservative,Homosexual,Miss,Lori Horton
571,Female,Somalia,Buddhism,Liberal,Heterosexual,Mr.,Kenneth Bennett
572,Female,Norway,Islam,Conservative,Heterosexual,Mr.,Dana Smith
573,Male,Bolivia,Buddhism,Libertarian,Bisexual,Mr.,Tracy Peters
574,Female,Palau,Hinduism,Conservative,Heterosexual,Dr.,John French
575,Male,Mauritius,Buddhism,Libertarian,Bisexual,Misc.,Dennis Figueroa
576,Female,Madagascar,Islam,Libertarian,Bisexual,Dr.,Benjamin Rush
577,Male,French Polynesia,Hinduism,Liberal,Homosexual,Mrs.,Kristina Bowers
578,Female,Vanuatu,Islam,Conservative,Bisexual,Ind.,Lisa Smith
579,Female,Central African Republic,Buddhism,Libertarian,Heterosexual,Mx.,Carol Bell
580,Male,Liechtenstein,Islam,Conservative,Heterosexual,Mr.,Mark Wallace
581,Male,Nigeria,Buddhism,Liberal,Homosexual,Dr.,Dana Ashley
582,Female,Kenya,Islam,Conservative,Heterosexual,Ms.,Benjamin Tucker
583,Male,French Southern Territories,Hinduism,Conservative,Heterosexual,Ind.,Alexandra Mata
584,Male,Nigeria,Islam,Liberal,Bisexual,Mr.,Johnathan Baker
585,Male,Dominica,Islam,Liberal,Homosexual,Mx.,Diana Mcintyre
586,Male,Holy See (Vatican City State),Islam,Libertarian,Bisexual,Dr.,Jeffery Wallace
587,Female,Oman,Islam,Liberal,Homosexual,Mr.,Anna Martin
588,Male,Faroe Islands,Hinduism,Liberal,Bisexual,Dr.,Heather Black
589,Female,Kenya,Christianity,Liberal,Homosexual,Misc.,Erica Ritter
590,Male,Tuvalu,Christianity,Conservative,Homosexual,Mr.,Anne Moore
591,Male,Korea,Buddhism,Liberal,Heterosexual,Mx.,Amber Ingram
592,Male,Thailand,Christianity,Conservative,Bisexual,Mr.,John Myers
593,Female,Saudi Arabia,Buddhism,Liberal,Heterosexual,Mr.,Joseph Good
594,Male,Grenada,Islam,Libertarian,Bisexual,Mrs.,Dakota Williams
595,Female,Mexico,Islam,Conservative,Homosexual,Mx.,Morgan Brown
596,Male,Saint Helena,Christianity,Liberal,Bisexual,Dr.,Hannah Smith
597,Male,Mongolia,Islam,Liberal,Homosexual,Mr.,Daisy Harvey
598,Female,Hong Kong,Buddhism,Liberal,Homosexual,Mrs.,Michael Stuart
599,Female,Madagascar,Islam,Conservative,Homosexual,Mx.,Carmen Anderson
600,Female,Spain,Hinduism,Libertarian,Bisexual,Mx.,Thomas Quinn
601,Female,Haiti,Islam,Liberal,Bisexual,Mx.,Andrew Fernandez
602,Female,Maldives,Buddhism,Libertarian,Homosexual,Misc.,Annette Harvey
603,Female,Guatemala,Hinduism,Libertarian,Heterosexual,Mr.,Joseph Young
604,Female,Saint Pierre and Miquelon,Islam,Libertarian,Heterosexual,Dr.,Mark Morrison
605,Female,Sierra Leone,Buddhism,Conservative,Bisexual,Mr.,Robert Johnson
606,Female,Chad,Christianity,Liberal,Heterosexual,Mr.,Matthew Watson
607,Female,Angola,Islam,Liberal,Heterosexual,Mrs.,Natasha Caldwell PhD
608,Female,Malta,Buddhism,Libertarian,Homosexual,Mrs.,Michael Baldwin
609,Male,Botswana,Hinduism,Libertarian,Heterosexual,Miss,Amber Harding
610,Male,Serbia,Islam,Libertarian,Bisexual,Mrs.,Jonathon Hall
611,Male,Congo,Hinduism,Liberal,Homosexual,Mrs.,Anne Mcgrath
612,Male,Tanzania,Buddhism,Liberal,Heterosexual,Mr.,Jeffery Soto
613,Female,Western Sahara,Hinduism,Conservative,Bisexual,Mx.,Nicholas Christian
614,Female,Turks and Caicos Islands,Buddhism,Libertarian,Homosexual,Ms.,Keith Garcia
615,Male,Nicaragua,Buddhism,Libertarian,Heterosexual,Dr.,Elizabeth Oconnor
616,Male,Tunisia,Christianity,Conservative,Heterosexual,Mr.,Suzanne Powell
617,Male,Somalia,Islam,Conservative,Bisexual,Mx.,Tanya Smith
618,Male,Saint Lucia,Christianity,Libertarian,Heterosexual,Mr.,Jennifer Bowman
619,Female,Bermuda,Christianity,Libertarian,Bisexual,Miss,Lori Bender
620,Male,Mexico,Hinduism,Liberal,Homosexual,Mx.,Antonio Cox
621,Male,United Kingdom,Hinduism,Conservative,Heterosexual,Mx.,Denise Ellis
622,Male,China,Buddhism,Liberal,Bisexual,Ind.,Jorge Singh
623,Male,Ethiopia,Christianity,Conservative,Heterosexual,Mr.,Amber Obrien
624,Male,Senegal,Hinduism,Liberal,Bisexual,Mx.,Janet White
625,Male,Korea,Hinduism,Liberal,Bisexual,Dr.,Marcus Walton
626,Female,Congo,Islam,Conservative,Homosexual,Dr.,Kevin Young
627,Male,Ethiopia,Hinduism,Liberal,Heterosexual,Mr.,Todd Cisneros
628,Male,Guyana,Christianity,Conservative,Heterosexual,Mrs.,Amanda Johnson
629,Female,Tuvalu,Hinduism,Conservative,Heterosexual,Mrs.,Frank Salazar
630,Female,Oman,Hinduism,Liberal,Heterosexual,Mrs.,Anthony Bradshaw
631,Male,Pakistan,Christianity,Conservative,Homosexual,Mrs.,Richard Romero
632,Female,Mayotte,Hinduism,Liberal,Bisexual,Mrs.,Erica Adkins
633,Female,Georgia,Buddhism,Liberal,Homosexual,Dr.,Matthew Lopez
634,Male,Mauritania,Christianity,Libertarian,Bisexual,Miss,Debra Norris
635,Male,Togo,Buddhism,Libertarian,Homosexual,Mrs.,Amanda Medina
